"SpatialReferenceID","verbatimLatitude","verbatimLongitude","samplingFeatureName","Program"
NA,39.65317317,-98.88144118,NA,"NRSA"
NA,41.43100509,-72.44427755,NA,"NRSA"
NA,42.34764188,-98.09792178,NA,"NRSA"
NA,46.5106808,-90.70870421,NA,"NRSA"
NA,44.02062367,-82.99065842,NA,"NRSA"
NA,44.42219688,-92.08192414,NA,"NRSA"
NA,41.28870642,-77.34122825,NA,"NRSA"
NA,39.49159624,-119.9936908,NA,"NRSA"
NA,41.21067801,-98.11081879,NA,"NRSA"
NA,47.30733094,-93.83195833,NA,"NRSA"
NA,47.11591851,-103.5773164,NA,"NRSA"
NA,41.9225841,-77.12922788,NA,"NRSA"
NA,45.67609112,-100.7860983,NA,"NRSA"
NA,47.58058361,-103.2104375,NA,"NRSA"
NA,38.05708438,-95.63541799,NA,"NRSA"
NA,35.93603836,-78.57082561,NA,"NRSA"
NA,43.07013221,-98.80039839,NA,"NRSA"
NA,35.99664472,-80.3368354,NA,"NRSA"
NA,47.23334994,-94.09288761,NA,"NRSA"
NA,45.26686196,-91.7086505,NA,"NRSA"
NA,34.32929224,-79.03642484,NA,"NRSA"
NA,43.81008672,-100.8971395,NA,"NRSA"
NA,46.7997188,-101.1068408,NA,"NRSA"
NA,35.31869685,-82.01724709,NA,"NRSA"
NA,36.21491718,-80.96029346,NA,"NRSA"
NA,39.01991425,-97.62109954,NA,"NRSA"
NA,37.76116475,-94.9562043,NA,"NRSA"
NA,46.92136707,-92.05263872,NA,"NRSA"
NA,39.49522569,-97.23190219,NA,"NRSA"
NA,43.7371542109661,-121.919548229783,NA,"AREMP"
NA,43.7131772110049,-121.858194569941,NA,"AREMP"
NA,43.7335453210369,-121.950126869399,NA,"AREMP"
NA,43.7085141108983,-121.844142230542,NA,"AREMP"
NA,43.7021758806985,-121.824055080524,NA,"AREMP"
NA,43.7096721512216,-121.851837569614,NA,"AREMP"
NA,43.7304467011468,-121.874617739672,NA,"AREMP"
NA,43.7047665606234,-121.835058259629,NA,"AREMP"
NA,43.3449028697928,-122.861295650772,NA,"AREMP"
NA,43.3124482296153,-122.796971999578,NA,"AREMP"
NA,43.2808545823294,-122.830100363978,NA,"AREMP"
NA,43.3216339499686,-122.841064169219,NA,"AREMP"
NA,43.3354855493337,-122.85278625986,NA,"AREMP"
NA,45.4480008322342,-121.993059078888,NA,"AREMP"
NA,45.4501606517094,-122.001205280019,NA,"AREMP"
NA,45.4435899215909,-122.044362289808,NA,"AREMP"
NA,45.4419712723571,-122.052112749965,NA,"AREMP"
NA,45.4317474925203,-122.039384539129,NA,"AREMP"
NA,42.2331952037811,-123.127441109624,NA,"AREMP"
NA,42.2662175546942,-123.094733000334,NA,"AREMP"
NA,42.2163754947438,-123.109118269293,NA,"AREMP"
NA,42.2092102239792,-123.137033110542,NA,"AREMP"
NA,42.2098986239853,-123.134586350061,NA,"AREMP"
NA,41.969518911868,-122.924839940035,NA,"AREMP"
NA,41.9445375525907,-122.833800169693,NA,"AREMP"
NA,41.9509276720011,-122.857076369856,NA,"AREMP"
NA,41.9500333422336,-122.941206810028,NA,"AREMP"
NA,41.9524397621873,-122.90361292975,NA,"AREMP"
NA,41.9292598718363,-122.952391359045,NA,"AREMP"
NA,40.8426421886307,-123.288900224953,NA,"AREMP"
NA,40.8238729435061,-123.298235729156,NA,"AREMP"
NA,40.8448998639711,-123.28352096033,NA,"AREMP"
NA,40.8322076238072,-123.286868219093,NA,"AREMP"
NA,40.8383179832352,-123.283998509955,NA,"AREMP"
NA,40.8404814235037,-123.281589779996,NA,"AREMP"
NA,41.3671726081817,-123.547864469099,NA,"AREMP"
NA,41.4051675188059,-123.579489390125,NA,"AREMP"
NA,41.316922848044,-123.565309469961,NA,"AREMP"
NA,41.3986033985224,-123.562539839275,NA,"AREMP"
NA,41.4000387987949,-123.56858344041,NA,"AREMP"
NA,41.3637998079585,-123.545852810101,NA,"AREMP"
NA,41.2086614170876,-123.21654069065,NA,"AREMP"
NA,41.1489358967508,-123.217952900128,NA,"AREMP"
NA,41.1927735272121,-123.189811610424,NA,"AREMP"
NA,41.1856129961455,-123.178033940192,NA,"AREMP"
NA,41.1507402163933,-123.211666390019,NA,"AREMP"
NA,41.9804925621383,-123.571394229779,NA,"AREMP"
NA,41.9599593223781,-123.563356399663,NA,"AREMP"
NA,41.9620221918657,-123.561080549334,NA,"AREMP"
NA,41.9838659419923,-123.566873870206,NA,"AREMP"
NA,41.9791740026023,-123.586871659613,NA,"AREMP"
NA,40.1788276663639,-123.375418379938,NA,"AREMP"
NA,40.2434361070637,-123.443706770757,NA,"AREMP"
NA,40.1606440674894,-123.387084369538,NA,"AREMP"
NA,40.2433277076789,-123.448455869448,NA,"AREMP"
NA,40.1588386859449,-123.396103990383,NA,"AREMP"
NA,41.3593406173467,-122.647320210342,NA,"AREMP"
NA,41.3941387676535,-122.627813669563,NA,"AREMP"
NA,41.345747367593,-122.690962520523,NA,"AREMP"
NA,41.3625149879697,-122.639782660082,NA,"AREMP"
NA,41.3517544176805,-122.677437849578,NA,"AREMP"
NA,41.3637431980767,-122.646614929697,NA,"AREMP"
NA,41.4014334378715,-122.619098679411,NA,"AREMP"
NA,41.9041005319555,-123.399000770019,NA,"AREMP"
NA,41.9290965627333,-123.403534760051,NA,"AREMP"
NA,41.8865440123068,-123.414874230021,NA,"AREMP"
NA,41.91779954245,-123.399098149878,NA,"AREMP"
NA,41.9071193322951,-123.398561390195,NA,"AREMP"
NA,41.9247916219173,-123.4060041603,NA,"AREMP"
NA,41.7344252716231,-123.305778349521,NA,"AREMP"
NA,41.7191918308199,-123.299863430456,NA,"AREMP"
NA,41.7456697513002,-123.314443009561,NA,"AREMP"
NA,41.7209456710461,-123.283112420023,NA,"AREMP"
NA,41.748410040597,-123.310342979973,NA,"AREMP"
NA,41.7445096906906,-123.320294369795,NA,"AREMP"
NA,40.6146592209465,-123.307060160373,NA,"AREMP"
NA,40.6495146413971,-123.4273626201,NA,"AREMP"
NA,40.6354292512144,-123.447618470377,NA,"AREMP"
NA,40.6492645618381,-123.432828839161,NA,"AREMP"
NA,40.6056153413866,-123.369748620389,NA,"AREMP"
NA,40.6438427614594,-123.440773660544,NA,"AREMP"
NA,40.6625380915737,-122.787789869822,NA,"AREMP"
NA,40.6575947922287,-122.772554850161,NA,"AREMP"
NA,40.6786682912912,-122.822486708522,NA,"AREMP"
NA,40.648085991542,-122.7486456199,NA,"AREMP"
NA,40.6780681017652,-122.816028209002,NA,"AREMP"
NA,40.6525313819571,-122.75051226062,NA,"AREMP"
NA,40.510758429713,-123.082958350604,NA,"AREMP"
NA,40.4813972102017,-123.083332689998,NA,"AREMP"
NA,40.530390270529,-123.07087383006,NA,"AREMP"
NA,40.4987712207478,-123.099482939522,NA,"AREMP"
NA,40.5297726104675,-123.089810810414,NA,"AREMP"
NA,40.5075326596406,-123.080960099592,NA,"AREMP"
NA,41.3444881478779,-122.957911700202,NA,"AREMP"
NA,41.3132242581065,-122.941803150509,NA,"AREMP"
NA,41.3379910475223,-122.933450790324,NA,"AREMP"
NA,41.3392323483175,-122.930473500382,NA,"AREMP"
NA,39.8991713238111,-123.06155250975,NA,"AREMP"
NA,39.8725180129369,-122.99706273917,NA,"AREMP"
NA,39.8934390641862,-122.992792450118,NA,"AREMP"
NA,39.8940242736734,-123.012396719296,NA,"AREMP"
NA,39.88053692366,-123.003342509461,NA,"AREMP"
NA,39.8873732837596,-122.977003529636,NA,"AREMP"
NA,40.558110909853,-123.413755710583,NA,"AREMP"
NA,41.6456468305444,-123.302124609641,NA,"AREMP"
NA,41.667051620476,-123.358810550376,NA,"AREMP"
NA,41.6842025406879,-123.352587919249,NA,"AREMP"
NA,41.6892418002972,-123.33148413936,NA,"AREMP"
NA,41.6628041698377,-123.336666240408,NA,"AREMP"
NA,41.7261510308903,-123.371867740312,NA,"AREMP"
NA,41.018511735533,-123.528269360314,NA,"AREMP"
NA,41.0577681157434,-123.435947829999,NA,"AREMP"
NA,41.0180004718164,-123.590644845514,NA,"AREMP"
NA,40.9875534448727,-123.44195221064,NA,"AREMP"
NA,41.3094687377697,-122.704921189821,NA,"AREMP"
NA,41.2785065669056,-122.765918650567,NA,"AREMP"
NA,41.3177560876534,-122.689323049472,NA,"AREMP"
NA,41.2909402778993,-122.756920142189,NA,"AREMP"
NA,41.315232467764,-122.703015980351,NA,"AREMP"
NA,41.3143501082938,-122.706192469405,NA,"AREMP"
NA,41.3205475176831,-122.681341139998,NA,"AREMP"
NA,41.7877534118233,-123.455985410281,NA,"AREMP"
NA,41.798853340851,-123.434205121062,NA,"AREMP"
NA,41.7505674612403,-123.445775120503,NA,"AREMP"
NA,41.7362547708305,-123.459613318944,NA,"AREMP"
NA,41.7850218813734,-123.423678049791,NA,"AREMP"
NA,40.4271244295152,-123.168721030329,NA,"AREMP"
NA,40.4232142499155,-123.174923669957,NA,"AREMP"
NA,40.4465777989598,-123.220644110411,NA,"AREMP"
NA,40.4615250202843,-123.194968250118,NA,"AREMP"
NA,40.4549642103392,-123.206601549921,NA,"AREMP"
NA,41.3118518081562,-122.125257230445,NA,"AREMP"
NA,41.3275387581892,-122.14263798004,NA,"AREMP"
NA,41.296557367492,-122.174105559323,NA,"AREMP"
NA,41.3169062276295,-122.203583490516,NA,"AREMP"
NA,41.3215544080548,-122.136775040972,NA,"AREMP"
NA,41.2754752966894,-122.115359680992,NA,"AREMP"
NA,40.8338440933112,-122.022994269796,NA,"AREMP"
NA,40.8571885239363,-122.023465760023,NA,"AREMP"
NA,40.8510246437814,-122.034178580694,NA,"AREMP"
NA,40.9041407638258,-122.036559799433,NA,"AREMP"
NA,40.8461925633825,-122.03352496047,NA,"AREMP"
NA,41.846356041974,-123.503615559281,NA,"AREMP"
NA,41.8430001817413,-123.476146050671,NA,"AREMP"
NA,41.8547338313487,-123.530956910515,NA,"AREMP"
NA,41.8600746123196,-123.500576450411,NA,"AREMP"
NA,41.8761327520716,-123.460154049759,NA,"AREMP"
NA,41.8674199714974,-123.874277379806,NA,"AREMP"
NA,41.8518589115518,-123.822710330606,NA,"AREMP"
NA,41.7411052710287,-123.550733410644,NA,"AREMP"
NA,41.2378724164942,-122.600896730578,NA,"AREMP"
NA,41.2599372871752,-122.620936641123,NA,"AREMP"
NA,41.2736842269676,-122.599938410209,NA,"AREMP"
NA,41.2426544766827,-122.592859750276,NA,"AREMP"
NA,41.2688962570337,-122.633671540488,NA,"AREMP"
NA,41.2574940568853,-122.62579718039,NA,"AREMP"
NA,40.7568426426733,-122.886512859122,NA,"AREMP"
NA,40.7733540733651,-122.981586689338,NA,"AREMP"
NA,40.661545181819,-122.942739170224,NA,"AREMP"
NA,40.7848242022653,-122.944855429566,NA,"AREMP"
NA,40.7471807431965,-122.943738380931,NA,"AREMP"
NA,40.7586522125193,-122.946099810468,NA,"AREMP"
NA,40.7171333829897,-122.939654380115,NA,"AREMP"
NA,44.3674860921496,-124.023796300551,NA,"AREMP"
NA,44.3861456322093,-124.048369860017,NA,"AREMP"
NA,44.3778282717384,-124.030950760015,NA,"AREMP"
NA,44.3572639416227,-124.018398109615,NA,"AREMP"
NA,44.3625391727585,-124.012370009379,NA,"AREMP"
NA,42.117642883182,-122.696337419526,NA,"AREMP"
NA,42.100971393089,-122.717315199031,NA,"AREMP"
NA,42.0979463233935,-122.706988860978,NA,"AREMP"
NA,42.1080209735965,-122.747110690072,NA,"AREMP"
NA,45.300528342837,-121.499932020025,NA,"AREMP"
NA,45.2652207623281,-121.42153840964,NA,"AREMP"
NA,45.282148792631,-121.464829360373,NA,"AREMP"
NA,45.291675802171,-121.481916149702,NA,"AREMP"
NA,45.2635115326872,-121.33664293962,NA,"AREMP"
NA,45.2879617224051,-121.477450029385,NA,"AREMP"
NA,45.2880906624239,-121.493960459048,NA,"AREMP"
NA,45.2658210929661,-121.429169999544,NA,"AREMP"
NA,42.3212399045431,-123.766771330641,NA,"AREMP"
NA,42.2972435850107,-123.752419989924,NA,"AREMP"
NA,42.2936586545783,-123.784741710242,NA,"AREMP"
NA,42.2939022746486,-123.792532599822,NA,"AREMP"
NA,42.2081108639212,-124.034335940595,NA,"AREMP"
NA,42.1964245739811,-124.005549170557,NA,"AREMP"
NA,42.1908843140057,-124.039056770227,NA,"AREMP"
NA,42.1976532047358,-124.016360549398,NA,"AREMP"
NA,42.2744701743408,-124.033128469296,NA,"AREMP"
NA,42.1869556343659,-124.038277929921,NA,"AREMP"
NA,42.8064403175574,-123.604581760914,NA,"AREMP"
NA,42.8031419767258,-123.644638549653,NA,"AREMP"
NA,42.8013837077215,-123.618926459946,NA,"AREMP"
NA,42.8203318470676,-123.665344190608,NA,"AREMP"
NA,42.7950059468441,-123.637339530506,NA,"AREMP"
NA,42.8047801271335,-123.60688929989,NA,"AREMP"
NA,43.1516154086049,-123.811213040926,NA,"AREMP"
NA,43.1475801892824,-123.777647330485,NA,"AREMP"
NA,43.1483716489655,-123.808956449299,NA,"AREMP"
NA,43.1641832583038,-123.915412470188,NA,"AREMP"
NA,43.147494238596,-123.805685889117,NA,"AREMP"
NA,45.5027291319289,-122.070221860838,NA,"AREMP"
NA,45.5137542616871,-122.035433859503,NA,"AREMP"
NA,45.5102657921494,-122.085166190111,NA,"AREMP"
NA,45.4909388122706,-122.062005578969,NA,"AREMP"
NA,45.5274219618792,-122.01074478983,NA,"AREMP"
NA,45.496980742469,-122.033624619427,NA,"AREMP"
NA,41.3942668591385,-122.09386702944,NA,"AREMP"
NA,42.2267175841578,-123.13935254973,NA,"AREMP"
NA,43.119749028393,-122.341066880785,NA,"AREMP"
NA,43.116643448925,-122.313114570706,NA,"AREMP"
NA,43.1282297490803,-122.351127010098,NA,"AREMP"
NA,44.3738623518398,-122.013614539248,NA,"AREMP"
NA,44.3969045829455,-122.092247799614,NA,"AREMP"
NA,42.4114964751181,-123.855602859899,NA,"AREMP"
NA,42.3972008046152,-123.8464430498,NA,"AREMP"
NA,42.4201075454159,-123.860155069707,NA,"AREMP"
NA,42.4045912953103,-123.880985270599,NA,"AREMP"
NA,42.4071725049492,-123.855430360541,NA,"AREMP"
NA,44.4013725027365,-122.335976350185,NA,"AREMP"
NA,44.3888687816984,-122.372841589245,NA,"AREMP"
NA,44.3725177524273,-122.319081609581,NA,"AREMP"
NA,44.4038288722676,-122.31140952971,NA,"AREMP"
NA,44.4052152126434,-122.337264099404,NA,"AREMP"
NA,44.4030836224061,-122.299889850108,NA,"AREMP"
NA,43.0943345080791,-122.416919420082,NA,"AREMP"
NA,43.1048878289543,-122.399355559609,NA,"AREMP"
NA,43.1070115490423,-122.326907750141,NA,"AREMP"
NA,43.1157329180793,-122.304803329364,NA,"AREMP"
NA,43.546831840889,-123.686155450216,NA,"AREMP"
NA,43.5374376898431,-123.665292530786,NA,"AREMP"
NA,43.5486993006911,-123.697466630783,NA,"AREMP"
NA,43.5392194582798,-123.672565166048,NA,"AREMP"
NA,43.5598639808412,-123.719350010103,NA,"AREMP"
NA,43.553601910385,-123.712825339691,NA,"AREMP"
NA,43.5485052004894,-123.690878580322,NA,"AREMP"
NA,43.5763790698146,-123.71192978004,NA,"AREMP"
NA,44.8357679423558,-121.922251560067,NA,"AREMP"
NA,44.8551762920836,-121.895830719091,NA,"AREMP"
NA,44.8664049430934,-121.874007951125,NA,"AREMP"
NA,44.8689918425275,-121.892756269775,NA,"AREMP"
NA,44.8420272627864,-121.886883070444,NA,"AREMP"
NA,44.8931963524844,-121.886972811011,NA,"AREMP"
NA,44.8475962626533,-121.906099090894,NA,"AREMP"
NA,43.1178539082091,-122.942671320074,NA,"AREMP"
NA,43.1567549688374,-122.952289719492,NA,"AREMP"
NA,43.1491861991469,-122.91975990923,NA,"AREMP"
NA,43.1415262092236,-122.906166399753,NA,"AREMP"
NA,43.1466870887286,-122.89695036787,NA,"AREMP"
NA,43.1442713880881,-122.937129669602,NA,"AREMP"
NA,43.109536808419,-122.940627329212,NA,"AREMP"
NA,44.5019182017863,-121.795822010472,NA,"AREMP"
NA,44.4995867927013,-121.802700330141,NA,"AREMP"
NA,44.5174691223,-121.700842030411,NA,"AREMP"
NA,44.5062357121943,-121.644467749559,NA,"AREMP"
NA,44.5028633927131,-121.778857880281,NA,"AREMP"
NA,44.5057994218227,-121.787414010484,NA,"AREMP"
NA,42.6851406470457,-122.865896329561,NA,"AREMP"
NA,43.9898306516055,-123.453359350857,NA,"AREMP"
NA,43.9881445816559,-123.45622717077,NA,"AREMP"
NA,43.9989368419512,-123.476802419729,NA,"AREMP"
NA,44.0480684017441,-123.539648589889,NA,"AREMP"
NA,43.9870559617095,-123.467167639893,NA,"AREMP"
NA,44.0068847608298,-123.487980700305,NA,"AREMP"
NA,43.5837067305027,-122.189190320114,NA,"AREMP"
NA,43.6085789397444,-122.256203969918,NA,"AREMP"
NA,43.6311379107565,-122.284547539889,NA,"AREMP"
NA,43.6000152304498,-122.251065109916,NA,"AREMP"
NA,42.6665250166099,-124.052174659478,NA,"AREMP"
NA,42.6690030467576,-124.11087371905,NA,"AREMP"
NA,42.6202579160568,-124.062457329731,NA,"AREMP"
NA,42.6635297472712,-124.097465099816,NA,"AREMP"
NA,44.6691396625431,-122.230555751205,NA,"AREMP"
NA,44.7791123975675,-122.250979920637,NA,"AREMP"
NA,42.7579025171441,-123.722467878806,NA,"AREMP"
NA,42.7596750569635,-123.705378909142,NA,"AREMP"
NA,42.759407077546,-123.736502910382,NA,"AREMP"
NA,42.7532074374994,-123.735708530109,NA,"AREMP"
NA,42.7680823574431,-123.733219980755,NA,"AREMP"
NA,42.7648992868838,-123.735272429457,NA,"AREMP"
NA,43.6886264507905,-122.486795730643,NA,"AREMP"
NA,43.6882337402028,-122.531641859671,NA,"AREMP"
NA,43.6859725815276,-122.471494960551,NA,"AREMP"
NA,43.688109940853,-122.521319319394,NA,"AREMP"
NA,43.6904050108984,-122.495962869944,NA,"AREMP"
NA,43.6870083016424,-122.465741039106,NA,"AREMP"
NA,42.066918123047,-123.201300238254,NA,"AREMP"
NA,42.0693279577505,-123.176466745444,NA,"AREMP"
NA,42.0994971732381,-123.194716929228,NA,"AREMP"
NA,42.0712238131636,-123.200988909824,NA,"AREMP"
NA,42.0811850533321,-123.184928379164,NA,"AREMP"
NA,42.0787977138688,-123.179638259381,NA,"AREMP"
NA,43.6039142406551,-122.207908609745,NA,"AREMP"
NA,40.51000941111,-123.294021279039,NA,"AREMP"
NA,40.5578601705578,-123.397938169166,NA,"AREMP"
NA,40.5322640401672,-123.371397390244,NA,"AREMP"
NA,40.5893282311562,-123.358021410003,NA,"AREMP"
NA,41.6668934596739,-123.565699649967,NA,"AREMP"
NA,41.6681839301784,-123.564518129082,NA,"AREMP"
NA,41.6888828807079,-123.609193089635,NA,"AREMP"
NA,41.6779359405356,-123.590233640109,NA,"AREMP"
NA,41.6741458101588,-123.581208260397,NA,"AREMP"
NA,41.6793576808735,-123.576924189456,NA,"AREMP"
NA,41.8647815711697,-123.826767859694,NA,"AREMP"
NA,41.8542189811341,-123.851099569298,NA,"AREMP"
NA,41.8464960422585,-123.820726349884,NA,"AREMP"
NA,41.8948740824301,-123.808941070103,NA,"AREMP"
NA,41.0938553558387,-123.115867930418,NA,"AREMP"
NA,41.1212350157021,-123.005644169825,NA,"AREMP"
NA,41.093893716267,-123.050079990487,NA,"AREMP"
NA,41.0973667560608,-123.108419720301,NA,"AREMP"
NA,41.1014746353027,-123.036509830513,NA,"AREMP"
NA,41.4058500578354,-123.459405969413,NA,"AREMP"
NA,44.6818051068431,-122.230687037243,NA,"AREMP"
NA,44.6769695923838,-122.315901979793,NA,"AREMP"
NA,41.3921441386741,-123.470032630714,NA,"AREMP"
NA,41.4146613688869,-123.456579920927,NA,"AREMP"
NA,41.4004784387692,-123.46047131077,NA,"AREMP"
NA,41.3898931779837,-123.471112300075,NA,"AREMP"
NA,41.4241855592357,-123.454757780149,NA,"AREMP"
NA,41.3720885085639,-122.002548300427,NA,"AREMP"
NA,41.336457708243,-121.96219663944,NA,"AREMP"
NA,41.3232410379178,-121.959540840819,NA,"AREMP"
NA,41.3489914179896,-121.971136700604,NA,"AREMP"
NA,41.2695799268072,-121.93760380012,NA,"AREMP"
NA,41.3677478581757,-121.996427830807,NA,"AREMP"
NA,41.3442099679176,-121.966056009674,NA,"AREMP"
NA,41.2612613067948,-121.939902209804,NA,"AREMP"
NA,40.8001595630036,-122.828745019073,NA,"AREMP"
NA,40.8140721031937,-122.82496238949,NA,"AREMP"
NA,45.1449091622104,-121.909483819443,NA,"AREMP"
NA,45.1344720322668,-121.939633000582,NA,"AREMP"
NA,42.710223906765,-124.061695769866,NA,"AREMP"
NA,42.795084276579,-123.940901990184,NA,"AREMP"
NA,42.7467792774596,-123.985880519727,NA,"AREMP"
NA,42.7019836970621,-124.062690849829,NA,"AREMP"
NA,42.7739785272917,-123.953625260451,NA,"AREMP"
NA,42.7154107467895,-124.01808844945,NA,"AREMP"
NA,42.3924743349986,-124.264683759985,NA,"AREMP"
NA,42.388141135365,-124.237164100292,NA,"AREMP"
NA,42.3804135949363,-124.293104630543,NA,"AREMP"
NA,42.4094334356712,-124.230244160604,NA,"AREMP"
NA,42.3843325052089,-124.277724649799,NA,"AREMP"
NA,42.6883765071963,-122.868355230175,NA,"AREMP"
NA,42.6833432774342,-122.86148154984,NA,"AREMP"
NA,42.6826617971562,-122.856564010233,NA,"AREMP"
NA,42.1068003435069,-123.346150739284,NA,"AREMP"
NA,42.1680753239837,-123.424090050567,NA,"AREMP"
NA,42.1203877235898,-123.356096289309,NA,"AREMP"
NA,42.110894703276,-123.330572139564,NA,"AREMP"
NA,48.4591593382357,-121.198326399438,NA,"AREMP"
NA,48.5169637381583,-121.245116999245,NA,"AREMP"
NA,48.4640919388036,-121.195451900154,NA,"AREMP"
NA,47.7743801929606,-120.962861219579,NA,"AREMP"
NA,47.7727300538451,-120.928680989274,NA,"AREMP"
NA,47.7823382233016,-121.054592519978,NA,"AREMP"
NA,47.7391248233824,-121.049595389857,NA,"AREMP"
NA,47.7246307538176,-121.06744129955,NA,"AREMP"
NA,47.7308069537183,-121.068138010146,NA,"AREMP"
NA,40.8311483738407,-122.854579839854,NA,"AREMP"
NA,40.8797296836735,-122.821478129702,NA,"AREMP"
NA,40.8351716331342,-122.866550569771,NA,"AREMP"
NA,41.7505602609875,-123.551235190065,NA,"AREMP"
NA,41.7434658915725,-123.550573179836,NA,"AREMP"
NA,41.7543484205997,-123.550148949844,NA,"AREMP"
NA,42.7213329666439,-122.277793199313,NA,"AREMP"
NA,42.7362070868981,-122.35101740035,NA,"AREMP"
NA,42.7271523074217,-122.313221689877,NA,"AREMP"
NA,42.7206032671985,-122.249735179507,NA,"AREMP"
NA,42.7417658075423,-122.370800830577,NA,"AREMP"
NA,42.720711526745,-122.256671120015,NA,"AREMP"
NA,42.7279373266649,-122.307496460768,NA,"AREMP"
NA,44.7248953920649,-122.024335839036,NA,"AREMP"
NA,44.7180247975665,-122.049693321369,NA,"AREMP"
NA,44.6967982828015,-122.04126626989,NA,"AREMP"
NA,44.7211166425432,-122.013073109206,NA,"AREMP"
NA,44.6816984825097,-122.006196909241,NA,"AREMP"
NA,44.7027054629703,-122.043604968948,NA,"AREMP"
NA,44.5946773224243,-122.08349510028,NA,"AREMP"
NA,44.6463861229567,-122.118859529611,NA,"AREMP"
NA,44.6330333326487,-122.128527379435,NA,"AREMP"
NA,44.6157165721062,-122.143924940424,NA,"AREMP"
NA,44.6212866824691,-122.136612310031,NA,"AREMP"
NA,45.4427328123029,-121.893017530212,NA,"AREMP"
NA,45.4469450515158,-121.871740319368,NA,"AREMP"
NA,45.4576342419641,-121.894067360396,NA,"AREMP"
NA,45.4542930418914,-121.892836980059,NA,"AREMP"
NA,45.4332870720068,-121.882619109478,NA,"AREMP"
NA,45.4455039526124,-121.892984251136,NA,"AREMP"
NA,43.1963808098557,-122.258160010123,NA,"AREMP"
NA,43.1707412288308,-122.266073520237,NA,"AREMP"
NA,43.225517269039,-122.257720580408,NA,"AREMP"
NA,43.2303483695529,-122.25981702986,NA,"AREMP"
NA,43.2371657688248,-122.265535409944,NA,"AREMP"
NA,43.1908218890414,-122.259088818962,NA,"AREMP"
NA,44.9099889821165,-122.176133769466,NA,"AREMP"
NA,44.9441854730416,-122.171455479927,NA,"AREMP"
NA,44.9291374128448,-122.17253911925,NA,"AREMP"
NA,44.8961375622403,-122.148898280135,NA,"AREMP"
NA,44.8899890821626,-122.143474709957,NA,"AREMP"
NA,44.9143606624274,-122.172560389212,NA,"AREMP"
NA,45.1320478323872,-121.916329189736,NA,"AREMP"
NA,45.0837657221184,-121.9224013102,NA,"AREMP"
NA,45.1101925619091,-121.919285350419,NA,"AREMP"
NA,45.1271795621543,-121.918405100566,NA,"AREMP"
NA,45.0797576227044,-121.92215901978,NA,"AREMP"
NA,44.2602370017153,-121.692752599801,NA,"AREMP"
NA,44.2405613119764,-121.698711291004,NA,"AREMP"
NA,44.2367945519752,-121.704742599159,NA,"AREMP"
NA,44.2411695216962,-121.696781759736,NA,"AREMP"
NA,44.2389303122547,-121.702541760199,NA,"AREMP"
NA,44.2347846122046,-121.706928010037,NA,"AREMP"
NA,44.2295263818211,-121.714067530786,NA,"AREMP"
NA,44.2569879823141,-121.6920604501,NA,"AREMP"
NA,44.1711540916046,-121.823888229224,NA,"AREMP"
NA,44.1832507221357,-121.865360679556,NA,"AREMP"
NA,44.1659191821807,-121.830508778766,NA,"AREMP"
NA,44.1736962512813,-121.837397850534,NA,"AREMP"
NA,44.1648266518304,-121.824939529888,NA,"AREMP"
NA,47.5879276548705,-123.116453199134,NA,"AREMP"
NA,47.5820370748185,-123.245649499745,NA,"AREMP"
NA,46.5425887947858,-121.616497522124,NA,"AREMP"
NA,46.4937748699732,-121.553555459585,NA,"AREMP"
NA,46.5354794094039,-121.619075380339,NA,"AREMP"
NA,46.5122265395401,-121.629741030452,NA,"AREMP"
NA,46.4986405997388,-121.63908773006,NA,"AREMP"
NA,46.5114022097643,-121.575534690513,NA,"AREMP"
NA,48.6743267271054,-121.759554839685,NA,"AREMP"
NA,48.6928345368778,-121.792786490624,NA,"AREMP"
NA,48.6799987571157,-121.758282860252,NA,"AREMP"
NA,48.711581795841,-121.826191388977,NA,"AREMP"
NA,48.6771266064132,-121.77910761018,NA,"AREMP"
NA,48.6682824669334,-121.720206381303,NA,"AREMP"
NA,48.6546902468647,-121.738273350536,NA,"AREMP"
NA,48.7123996470746,-121.668236429337,NA,"AREMP"
NA,48.6944353872013,-121.757625570745,NA,"AREMP"
NA,48.6759683773506,-121.634112270178,NA,"AREMP"
NA,48.6811773066794,-121.71998000976,NA,"AREMP"
NA,48.7026184663123,-121.711027889578,NA,"AREMP"
NA,47.9836258627218,-120.733627820196,NA,"AREMP"
NA,47.9453809928512,-120.738272229491,NA,"AREMP"
NA,47.9831686219787,-120.691554770995,NA,"AREMP"
NA,47.9119542229252,-120.713216709328,NA,"AREMP"
NA,47.8890060727716,-120.723559979565,NA,"AREMP"
NA,47.9563485527536,-120.738533579825,NA,"AREMP"
NA,47.7898625031062,-121.492610180189,NA,"AREMP"
NA,47.7802565692656,-121.420047753527,NA,"AREMP"
NA,47.7875453229279,-121.434460049924,NA,"AREMP"
NA,47.7906846439151,-121.445312070295,NA,"AREMP"
NA,48.1579437215465,-121.274762329982,NA,"AREMP"
NA,48.1604121912153,-121.284590760758,NA,"AREMP"
NA,48.1766267806494,-121.392340569128,NA,"AREMP"
NA,48.1750455402975,-121.368243990838,NA,"AREMP"
NA,48.1998835204406,-121.3547370009,NA,"AREMP"
NA,48.1591009105553,-121.28053294065,NA,"AREMP"
NA,45.8666266916793,-121.664367820304,NA,"AREMP"
