"type","modified","rightsHolder","bibilographicCititation","InstitutionID","CollectionID","datasetID","datasetName","institutionCode","verbatimLocation","locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","verbatimCoordinateSystem","StateProvince","decimalLatitude","decimalLongitude","geodeticDatum","eventID","verbatimlocationID","Year","Time","verbatimEventDate","samplingProtocol","fieldNotes","Date","BFWidth","Grad","RchLen","BFWDRatio","BFHeight","WetWidth","WetWidthToDepth","RPD","PctPool","PctDry","StreamOrder","D50","PctFines2","PctFines6","LWDFreq","LWDVol","OEratio","MMI","Program"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15086",NA,44.36112785,-91.91074732,NA,NA,"WI",NA,NA,NA,NA,"FW08WI045",2009,NA,"10-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15087",NA,44.94776379,-91.55694877,NA,NA,"WI",NA,NA,NA,NA,"FW08WI047",2009,NA,"30-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15089",NA,43.82344146,-89.16831256,NA,NA,"WI",NA,NA,NA,NA,"FW08WI056",2009,NA,"22-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15090",NA,45.49625695,-87.98249332,NA,NA,"WI",NA,NA,NA,NA,"FW08WI060",2009,NA,"12-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15091",NA,44.9102852,-90.49366236,NA,NA,"WI",NA,NA,NA,NA,"FW08WI062",2009,NA,"5-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15092",NA,42.97611209,-90.99134562,NA,NA,"WI",NA,NA,NA,NA,"FW08WI069",2009,NA,"26-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15093",NA,43.45534935,-89.24909633,NA,NA,"WI",NA,NA,NA,NA,"FW08WI072",2009,NA,"27-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15095",NA,45.26919193,-92.49501661,NA,NA,"WI",NA,NA,NA,NA,"FW08WI075",2009,NA,"18-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15096",NA,43.96700493,-91.24194939,NA,NA,"WI",NA,NA,NA,NA,"FW08WI077",2009,NA,"20-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15097",NA,44.87740327,-90.84791783,NA,NA,"WI",NA,NA,NA,NA,"FW08WI078",2009,NA,"17-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15099",NA,45.68021178,-92.0705778,NA,NA,"WI",NA,NA,NA,NA,"FW08WI083",2009,NA,"3-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15100",NA,46.78863038,-91.26533584,NA,NA,"WI",NA,NA,NA,NA,"FW08WI088",2009,NA,"16-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15102",NA,45.22549321,-89.64785204,NA,NA,"WI",NA,NA,NA,NA,"FW08WI098",2009,NA,"2-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15103",NA,45.01972628,-89.12750568,NA,NA,"WI",NA,NA,NA,NA,"FW08WI100",2009,NA,"14-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15105",NA,45.62458637,-91.5527614,NA,NA,"WI",NA,NA,NA,NA,"FW08WI104",2009,NA,"18-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15107",NA,46.25977572,-90.62791899,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9029",2009,NA,"8-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15108",NA,46.0946336,-89.72516082,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9067",2009,NA,"9-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15109",NA,45.92217164,-90.00250271,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9071",2009,NA,"10-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15110",NA,46.0921729,-89.26150264,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9074",2009,NA,"11-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15111",NA,45.4800089,-88.53708886,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9100",2009,NA,"13-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15112",NA,45.92169397,-92.66158698,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9302",2009,NA,"26-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15114",NA,45.47094601,-91.2526698,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9303",2009,NA,"19-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15115",NA,45.87502905,-90.69371246,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9304",2009,NA,"18-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15116",NA,42.8346351,-89.17211495,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9306",2009,NA,"15-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15117",NA,45.73784894,-89.52281402,NA,NA,"WI",NA,NA,NA,NA,"FW08RWI9307",2009,NA,"17-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15118",NA,41.02389567,-87.66814635,NA,NA,"IL",NA,NA,NA,NA,"FW08IL008",2009,NA,"29-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15119",NA,40.37259742,-89.40745644,NA,NA,"IL",NA,NA,NA,NA,"FW08IL032",2009,NA,"30-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15120",NA,41.72844177,-87.99265342,NA,NA,"IL",NA,NA,NA,NA,"FW08IL043",2009,NA,"1-Oct-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15132",NA,46.896298,-121.9899991,NA,NA,"WA",NA,NA,NA,NA,"FW08WA004",2009,NA,"15-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15133",NA,43.69617203,-71.98132823,NA,NA,"NH",NA,NA,NA,NA,"FW08NH002",2009,NA,"24-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15141",NA,44.93553879,-71.0337286,NA,NA,"ME",NA,NA,NA,NA,"FW08RME92",2009,NA,"15-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15142",NA,41.43766077,-71.72253704,NA,NA,"RI",NA,NA,NA,NA,"FW08RRI91",2009,NA,"10-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15143",NA,45.85030813,-70.0066932,NA,NA,"ME",NA,NA,NA,NA,"FW08RME95",2009,NA,"23-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15145",NA,46.76352463,-69.30497573,NA,NA,"ME",NA,NA,NA,NA,"FW08RME93",2009,NA,"21-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15146",NA,45.26327363,-70.26214437,NA,NA,"ME",NA,NA,NA,NA,"FW08RME91",2009,NA,"14-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15147",NA,46.8116477,-89.59884206,NA,NA,"MI",NA,NA,NA,NA,"FW08MI005",2009,NA,"9-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15149",NA,39.84468028,-113.8170572,NA,NA,"UT",NA,NA,NA,NA,"FW08UT004",2009,NA,"1-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15150",NA,37.22371769,-109.2086935,NA,NA,"UT",NA,NA,NA,NA,"FW08UT014",2009,NA,"10-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15151",NA,39.1334011,-110.9467014,NA,NA,"UT",NA,NA,NA,NA,"FW08UT015",2009,NA,"20-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15152",NA,41.59254762,-111.1414827,NA,NA,"UT",NA,NA,NA,NA,"FW08UT016",2009,NA,"23-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15153",NA,40.98295474,-111.4506475,NA,NA,"UT",NA,NA,NA,NA,"FW08UT020",2009,NA,"7-Oct-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15154",NA,38.35280308,-109.7534644,NA,NA,"UT",NA,NA,NA,NA,"FW08UT023",2009,NA,"14-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15161",NA,37.51017371,-112.0337085,NA,NA,"UT",NA,NA,NA,NA,"FW08UT033",2009,NA,"29-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15162",NA,40.13112667,-110.6537,NA,NA,"UT",NA,NA,NA,NA,"FW08UT031",2009,NA,"27-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15163",NA,37.27503058,-109.4370712,NA,NA,"UT",NA,NA,NA,NA,"FW08UT030",2009,NA,"11-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15164",NA,39.49133386,-112.384919,NA,NA,"UT",NA,NA,NA,NA,"FW08UT029",2009,NA,"6-Oct-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15165",NA,37.66741279,-111.2171528,NA,NA,"UT",NA,NA,NA,NA,"FW08UT027",2009,NA,"23-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15166",NA,38.35280308,-109.7534644,NA,NA,"UT",NA,NA,NA,NA,"FW08UT023",2009,NA,"22-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15167",NA,39.78830338,-111.1081419,NA,NA,"UT",NA,NA,NA,NA,"FW08UT035",2009,NA,"8-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15168",NA,38.44687091,-112.2198647,NA,NA,"UT",NA,NA,NA,NA,"FW08UT037",2009,NA,"14-Oct-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15169",NA,38.15670289,-109.9319763,NA,NA,"UT",NA,NA,NA,NA,"FW08UT039",2009,NA,"23-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15171",NA,38.83728451,-110.142338,NA,NA,"UT",NA,NA,NA,NA,"FW08UT042",2009,NA,"12-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15173",NA,37.19439594,-109.7334811,NA,NA,"UT",NA,NA,NA,NA,"FW08UT046",2009,NA,"13-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15175",NA,39.65512779,-107.0671515,NA,NA,"CO",NA,NA,NA,NA,"FW08CO046",2009,NA,"10-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15176",NA,40.47796874,-108.908221,NA,NA,"CO",NA,NA,NA,NA,"FW08CO037",2009,NA,"25-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15178",NA,37.23877984,-91.34514278,NA,NA,"MO",NA,NA,NA,NA,"FW08MO041",2009,NA,"18-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15179",NA,39.73723267,-109.9502351,NA,NA,"UT",NA,NA,NA,NA,"FW08UT047",2009,NA,"1-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15180",NA,37.24595272,-111.9504976,NA,NA,"UT",NA,NA,NA,NA,"FW08UT049",2009,NA,"27-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15181",NA,38.71402872,-110.1003316,NA,NA,"UT",NA,NA,NA,NA,"FW08UT055",2009,NA,"13-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15182",NA,39.21068431,-110.1731068,NA,NA,"UT",NA,NA,NA,NA,"FW08UT058",2009,NA,"20-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15183",NA,40.49144677,-109.1766704,NA,NA,"UT",NA,NA,NA,NA,"FW08UT060",2009,NA,"15-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15185",NA,38.5167759,-112.2651084,NA,NA,"UT",NA,NA,NA,NA,"FW08UT061",2009,NA,"13-Oct-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15188",NA,40.72060852,-109.5943077,NA,NA,"UT",NA,NA,NA,NA,"FW08UT076",2009,NA,"29-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15189",NA,37.36428866,-112.3426144,NA,NA,"UT",NA,NA,NA,NA,"FW08UT097",2009,NA,"28-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15190",NA,41.12035675,-111.7657642,NA,NA,"UT",NA,NA,NA,NA,"FW08UT064",2009,NA,"15-Sep-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15192",NA,40.86653858,-110.9017106,NA,NA,"UT",NA,NA,NA,NA,"FW08UT112",2009,NA,"7-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15193",NA,38.47985267,-109.3975269,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT9089",2009,NA,"3-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15194",NA,37.38800049,-109.688429,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT9100",2009,NA,"2-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15195",NA,37.02631316,-112.9449957,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT9106",2009,NA,"26-May-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15196",NA,40.53674,-109.6074683,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT9122",2009,NA,"28-Jul-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15197",NA,38.05296536,-111.4551865,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT99260",2009,NA,"24-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15198",NA,37.97772281,-111.6554867,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT94520",2009,NA,"26-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15199",NA,37.86413427,-111.6365898,NA,NA,"UT",NA,NA,NA,NA,"FW08RUT94590",2009,NA,"25-Aug-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15204",NA,34.74262377,-83.23697625,NA,NA,"SC",NA,NA,NA,NA,"FW08SC001",2009,NA,"8-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15205",NA,34.74262377,-83.23697625,NA,NA,"SC",NA,NA,NA,NA,"FW08SC001",2009,NA,"16-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15206",NA,33.88390721,-78.78474118,NA,NA,"SC",NA,NA,NA,NA,"FW08SC002",2009,NA,"2-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15207",NA,33.88390721,-78.78474118,NA,NA,"SC",NA,NA,NA,NA,"FW08SC002",2009,NA,"16-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15208",NA,33.90909471,-79.4402992,NA,NA,"SC",NA,NA,NA,NA,"FW08SC003",2009,NA,"14-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15209",NA,33.90909471,-79.4402992,NA,NA,"SC",NA,NA,NA,NA,"FW08SC003",2009,NA,"18-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15210",NA,34.12622084,-80.65031399,NA,NA,"SC",NA,NA,NA,NA,"FW08SC004",2009,NA,"13-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15211",NA,34.5704837,-81.77745202,NA,NA,"SC",NA,NA,NA,NA,"FW08SC005",2009,NA,"15-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15212",NA,33.82362461,-80.0680311,NA,NA,"SC",NA,NA,NA,NA,"FW08SC006",2009,NA,"9-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15213",NA,33.82362461,-80.0680311,NA,NA,"SC",NA,NA,NA,NA,"FW08SC006",2009,NA,"14-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15214",NA,34.03051233,-79.72312445,NA,NA,"SC",NA,NA,NA,NA,"FW08SC007",2009,NA,"5-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"15215",NA,33.77314216,-79.23670098,NA,NA,"SC",NA,NA,NA,NA,"FW08SC010",2009,NA,"19-Jun-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
