"type","modified","rightsHolder","bibilographicCititation","InstitutionID","CollectionID","datasetID","datasetName","institutionCode","verbatimLocation","locationID","verbatimLatitude","verbatimLongitude","verbatimWaterbody","verbatimCoordinateSystem","StateProvince","decimalLatitude","decimalLongitude","geodeticDatum","eventID","verbatimlocationID","Year","Time","verbatimEventDate","samplingProtocol","fieldNotes","Date","BFWidth","Grad","RchLen","BFWDRatio","BFHeight","WetWidth","WetWidthToDepth","RPD","PctPool","PctDry","StreamOrder","D50","PctFines2","PctFines6","LWDFreq","LWDVol","OEratio","MMI","Program"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11531",NA,47.11536955,-111.3767773,NA,NA,"MT",NA,NA,NA,NA,"FW08MT071",2008,NA,"20-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11533",NA,45.91293536,-108.4087977,NA,NA,"MT",NA,NA,NA,NA,"FW08MT013",2008,NA,"25-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11534",NA,48.07746729,-114.0187155,NA,NA,"MT",NA,NA,NA,NA,"FW08MT024",2008,NA,"6-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11537",NA,44.97626082,-112.9965913,NA,NA,"MT",NA,NA,NA,NA,"FW08MT035",2008,NA,"25-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11540",NA,47.83706182,-114.7376506,NA,NA,"MT",NA,NA,NA,NA,"FW08MT038",2008,NA,"1-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11541",NA,46.45774768,-110.3713081,NA,NA,"MT",NA,NA,NA,NA,"FW08MT039",2008,NA,"15-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11542",NA,47.90948388,-113.8707,NA,NA,"MT",NA,NA,NA,NA,"FW08MT042",2008,NA,"5-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11543",NA,47.45160978,-111.3012823,NA,NA,"MT",NA,NA,NA,NA,"FW08MT043",2008,NA,"16-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11544",NA,46.11059188,-106.4503921,NA,NA,"MT",NA,NA,NA,NA,"FW08MT048",2008,NA,"7-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11546",NA,45.59731978,-109.3116046,NA,NA,"MT",NA,NA,NA,NA,"FW08MT050",2008,NA,"24-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11563",NA,47.49900796,-110.7164261,NA,NA,"MT",NA,NA,NA,NA,"FW08MT004",2008,NA,"17-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11564",NA,40.81493935,-75.04027188,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ002",2008,NA,"19-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11567",NA,41.04211949,-74.04730262,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ003",2008,NA,"16-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11569",NA,41.25012378,-74.8555479,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ008",2008,NA,"13-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11570",NA,40.33695516,-74.93851447,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ009",2008,NA,"8-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11573",NA,41.11045859,-74.84292471,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ015",2008,NA,"18-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11575",NA,41.09547258,-74.1483308,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ019",2008,NA,"25-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11576",NA,40.62461827,-74.47443725,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ021",2008,NA,"27-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11577",NA,40.81493935,-75.04027188,NA,NA,"NJ",NA,NA,NA,NA,"FW08NJ002",2008,NA,"11-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11582",NA,47.41435002,-111.4986355,NA,NA,"MT",NA,NA,NA,NA,"FW08MT031",2008,NA,"15-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11587",NA,44.24308442,-72.04818386,NA,NA,"NH",NA,NA,NA,NA,"FW08NH005",2008,NA,"19-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11588",NA,44.24308442,-72.04818386,NA,NA,"NH",NA,NA,NA,NA,"FW08NH005",2008,NA,"25-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11589",NA,43.0680746,-72.44870162,NA,NA,"NH",NA,NA,NA,NA,"FW08NH007",2008,NA,"4-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11590",NA,43.0680746,-72.44870162,NA,NA,"NH",NA,NA,NA,NA,"FW08NH007",2008,NA,"24-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11593",NA,43.35117982,-72.3934385,NA,NA,"NH",NA,NA,NA,NA,"FW08NH011",2008,NA,"16-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11594",NA,43.4326433,-71.65002274,NA,NA,"NH",NA,NA,NA,NA,"FW08NH014",2008,NA,"10-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11595",NA,42.84932272,-72.55308874,NA,NA,"NH",NA,NA,NA,NA,"FW08NH016",2008,NA,"3-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11597",NA,43.25604265,-71.62249548,NA,NA,"NH",NA,NA,NA,NA,"FW08NH018",2008,NA,"7-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11598",NA,44.87331461,-71.52951972,NA,NA,"NH",NA,NA,NA,NA,"FW08NH020",2008,NA,"21-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11599",NA,43.86580883,-72.17822251,NA,NA,"NH",NA,NA,NA,NA,"FW08NH009",2008,NA,"20-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11600",NA,43.19317288,-71.52350519,NA,NA,"NH",NA,NA,NA,NA,"FW08NH010",2008,NA,"8-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11601",NA,43.4303027,-72.39500794,NA,NA,"NH",NA,NA,NA,NA,"FW08NH017",2008,NA,"14-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11651",NA,35.62598092,-89.87932863,NA,NA,"AR",NA,NA,NA,NA,"FW08AR010",2008,NA,"10-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11652",NA,34.01733467,-90.98794483,NA,NA,"AR",NA,NA,NA,NA,"FW08AR067",2008,NA,"13-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11653",NA,34.73421624,-90.45759671,NA,NA,"AR",NA,NA,NA,NA,"FW08AR078",2008,NA,"25-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11654",NA,33.71397906,-91.15474059,NA,NA,"AR",NA,NA,NA,NA,"FW08AR087",2008,NA,"30-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11661",NA,33.32053452,-91.16848524,NA,NA,"AR",NA,NA,NA,NA,"FW08AR205",2008,NA,"28-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11662",NA,36.53474414,-89.46723264,NA,NA,"KY",NA,NA,NA,NA,"FW08KY097",2008,NA,"13-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11663",NA,34.96117098,-90.27260038,NA,NA,"AR",NA,NA,NA,NA,"FW08AR274",2008,NA,"28-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11664",NA,36.02181179,-89.69352794,NA,NA,"MO",NA,NA,NA,NA,"FW08MO086",2008,NA,"30-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11665",NA,36.56169695,-89.3961785,NA,NA,"MO",NA,NA,NA,NA,"FW08MO102",2008,NA,"16-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11666",NA,36.1698759,-89.61057832,NA,NA,"MO",NA,NA,NA,NA,"FW08MO150",2008,NA,"2-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11668",NA,34.37092473,-90.67842061,NA,NA,"MS",NA,NA,NA,NA,"FW08MS019",2008,NA,"12-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11669",NA,33.77590079,-91.07395446,NA,NA,"MS",NA,NA,NA,NA,"FW08MS083",2008,NA,"10-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11670",NA,33.43218542,-91.12302718,NA,NA,"MS",NA,NA,NA,NA,"FW08MS094",2008,NA,"31-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11671",NA,36.911591,-89.11591123,NA,NA,"MO",NA,NA,NA,NA,"FW08MO214",2008,NA,"17-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11672",NA,34.60597716,-90.58244291,NA,NA,"MS",NA,NA,NA,NA,"FW08MS127",2008,NA,"24-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11673",NA,34.77068524,-90.4627042,NA,NA,"MS",NA,NA,NA,NA,"FW08MS139",2008,NA,"26-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11674",NA,33.62006942,-91.13442836,NA,NA,"MS",NA,NA,NA,NA,"FW08MS147",2008,NA,"29-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11675",NA,34.18554105,-90.87650411,NA,NA,"MS",NA,NA,NA,NA,"FW08MS191",2008,NA,"14-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11676",NA,34.8872436,-90.28323188,NA,NA,"MS",NA,NA,NA,NA,"FW08MS203",2008,NA,"27-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11677",NA,33.86708357,-91.06412598,NA,NA,"MS",NA,NA,NA,NA,"FW08MS211",2008,NA,"11-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11702",NA,33.10874435,-91.15072412,NA,NA,"MS",NA,NA,NA,NA,"FW08MS238",2008,NA,"27-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11703",NA,36.24612926,-89.64035055,NA,NA,"TN",NA,NA,NA,NA,"FW08TN017",2008,NA,"29-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11704",NA,36.07296666,-89.68023958,NA,NA,"TN",NA,NA,NA,NA,"FW08TN049",2008,NA,"1-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11708",NA,36.47289932,-89.43740835,NA,NA,"TN",NA,NA,NA,NA,"FW08TN081",2008,NA,"15-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11709",NA,35.21967274,-90.07277878,NA,NA,"TN",NA,NA,NA,NA,"FW08TN085",2008,NA,"9-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11710",NA,35.67627519,-89.93772529,NA,NA,"TN",NA,NA,NA,NA,"FW08TN097",2008,NA,"11-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11711",NA,35.78381422,-89.76311537,NA,NA,"TN",NA,NA,NA,NA,"FW08TN177",2008,NA,"28-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11712",NA,35.14750379,-90.0654729,NA,NA,"TN",NA,NA,NA,NA,"FW08TN261",2008,NA,"8-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11713",NA,35.02163505,-90.23656473,NA,NA,"TN",NA,NA,NA,NA,"FW08TN285",2008,NA,"7-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11718",NA,42.09049853,-71.29759953,NA,NA,"MA",NA,NA,NA,NA,"FW08MA001",2008,NA,"11-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11719",NA,42.09049853,-71.29759953,NA,NA,"MA",NA,NA,NA,NA,"FW08MA001",2008,NA,"16-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11720",NA,41.96178808,-70.91978479,NA,NA,"MA",NA,NA,NA,NA,"FW08MA002",2008,NA,"7-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11721",NA,41.96178808,-70.91978479,NA,NA,"MA",NA,NA,NA,NA,"FW08MA002",2008,NA,"14-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11722",NA,42.63170751,-72.12900344,NA,NA,"MA",NA,NA,NA,NA,"FW08MA004",2008,NA,"20-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11723",NA,42.63170751,-72.12900344,NA,NA,"MA",NA,NA,NA,NA,"FW08MA004",2008,NA,"15-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11724",NA,41.87493747,-71.09397285,NA,NA,"MA",NA,NA,NA,NA,"FW08MA006",2008,NA,"6-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11726",NA,42.81380731,-71.00100494,NA,NA,"MA",NA,NA,NA,NA,"FW08MA007",2008,NA,"23-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11727",NA,42.15883734,-72.5766574,NA,NA,"MA",NA,NA,NA,NA,"FW08MA013",2008,NA,"17-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11728",NA,42.20402467,-72.59054238,NA,NA,"MA",NA,NA,NA,NA,"FW08MA017",2008,NA,"15-Jul-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11732",NA,41.95755558,-70.93360953,NA,NA,"MA",NA,NA,NA,NA,"FW08MA018",2008,NA,"8-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11733",NA,43.25190207,-73.83515964,NA,NA,"NY",NA,NA,NA,NA,"FW08RNY9004",2008,NA,"27-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11734",NA,44.29784965,-75.35973487,NA,NA,"NY",NA,NA,NA,NA,"FW08RNY9005",2008,NA,"9-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11735",NA,43.23095631,-74.18652878,NA,NA,"NY",NA,NA,NA,NA,"FW08RNY9007",2008,NA,"28-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11737",NA,42.11546943,-79.26637037,NA,NA,"NY",NA,NA,NA,NA,"FW08NY064",2008,NA,"14-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11738",NA,43.13766805,-76.29551055,NA,NA,"NY",NA,NA,NA,NA,"FW08NY034",2008,NA,"23-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11739",NA,42.08065107,-78.42363433,NA,NA,"NY",NA,NA,NA,NA,"FW08NY030",2008,NA,"16-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11740",NA,44.58850577,-74.80835367,NA,NA,"NY",NA,NA,NA,NA,"FW08NY002",2008,NA,"3-Sep-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11741",NA,44.58850577,-74.80835367,NA,NA,"NY",NA,NA,NA,NA,"FW08NY002",2008,NA,"8-Oct-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11742",NA,42.96006993,-75.78860842,NA,NA,"NY",NA,NA,NA,NA,"FW08NY003",2008,NA,"7-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11743",NA,44.73815363,-73.47659672,NA,NA,"NY",NA,NA,NA,NA,"FW08NY004",2008,NA,"30-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11747",NA,42.60527812,-73.47988246,NA,NA,"NY",NA,NA,NA,NA,"FW08NY008",2008,NA,"1-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11750",NA,44.31879193,-74.52344171,NA,NA,"NY",NA,NA,NA,NA,"FW08NY014",2008,NA,"31-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"11751",NA,42.50112044,-74.43890932,NA,NA,"NY",NA,NA,NA,NA,"FW08NY015",2008,NA,"3-Aug-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EPA"
